"timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup","prey1catchRateMean","prey1catchRateICinf","prey1catchRateICsup","prey2catchRateMean","prey2catchRateICinf","prey2catchRateICsup"
0,30,250000,250000,250000,250000,250000,250000,0,0,0,4000,4000,4000,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,30,250000,250000,250000,67505.5666666667,67144.9,67853.3666666667,0,0,0,2786.43333333333,2775.53333333333,2796.36666666667,0,0,0,647.533333333333,640.066666666667,655.433333333333,199.633333333333,197.333333333333,202.266666666667,0,0,0,-0.303391666666667,-0.305933333333333,-0.300983333333333,-0.334555555555556,-0.342555555555556,-0.325666666666667,0,0,0,0.0174173985674932,0.0171984668058987,0.0176474672404326
20,30,250000,250000,250000,118066.866666667,117500.333333333,118596.2,0,0,0,2623.8,2610.16666666667,2637.23333333333,0,0,0,319.8,312.333333333333,327.366666666667,146.466666666667,143.1,150.233333333333,0,0,0,-0.058367450899905,-0.0620613809395166,-0.0548675134833109,-0.266411436919487,-0.28039604252164,-0.252415923454847,0,0,0,0.0120967957484294,0.0118681258721451,0.0123366306184861
30,30,250000,250000,250000,124154.766666667,123315.833333333,124954.1,0,0,0,2935.7,2910.63333333333,2961.93333333333,0,0,0,230.433333333333,223.066666666667,237.266666666667,111.7,108.333333333333,114.7,0,0,0,0.11880285298603,0.112438114739879,0.12515137087315,-0.237153181624548,-0.251058946498392,-0.223020506984709,0,0,0,0.00914702871380126,0.00895163961906105,0.0093459657064314
40,30,250000,250000,250000,108492.9,107108.966666667,109894.5,0,0,0,3382.8,3346.23333333333,3421.9,0,0,0,181.433333333333,175.666666666667,187.466666666667,98.5666666666667,95.2333333333333,101.8,0,0,0,0.152210345611176,0.147527821111653,0.157170090454859,-0.11668031753386,-0.136359241965867,-0.0972674182155823,0,0,0,0.0063683364743524,0.00619688740138951,0.00653630207676633
50,30,250000,250000,250000,87689.8,86075.9666666667,89180.8,0,0,0,3798.96666666667,3762.33333333333,3838.03333333333,0,0,0,188,181.3,194.466666666667,88.4,85.9666666666667,90.8333333333333,0,0,0,0.123161467818204,0.118478752421888,0.127094298091827,-0.0998836532868454,-0.122544775987851,-0.0793903739583871,0,0,0,0.00570380210893078,0.00555852286478683,0.00585186030042975
60,30,250000,250000,250000,69906.1333333333,68234.9,71365.1,0,0,0,4241.2,4200.76666666667,4275.1,0,0,0,182.666666666667,175.733333333333,189.733333333333,88.9,86.3333333333333,91.1666666666667,0,0,0,0.116629573162434,0.111093184442994,0.122595075674102,0.00652249651001364,-0.00988634326691318,0.024629708923339,0,0,0,0.00491935313003493,0.0047879143929959,0.00505547790915184
70,30,250000,250000,250000,53028.6666666667,51732.2666666667,54368.3,0,0,0,4622.23333333333,4586.86666666667,4659.46666666667,0,0,0,201.233333333333,192.8,208.633333333333,91.6333333333333,88.8,94.3333333333333,0,0,0,0.0899704817979504,0.0850790056922895,0.0941847670741649,0.0326119573991793,0.00526845575195083,0.0569277927264221,0,0,0,0.004851350716743,0.00472159703423865,0.00497899074318518
80,30,250000,250000,250000,40226.2333333333,38982.4,41491,0,0,0,4916.5,4885.66666666667,4947.73333333333,0,0,0,217.9,210.5,225.166666666667,96.3,93.3,99.2,0,0,0,0.0639105658734583,0.0575532563576067,0.0703103223140121,0.0523112749338396,0.0316573072796891,0.0730279300832156,0,0,0,0.00482216054595419,0.00469235683265825,0.00495001614462033
90,30,250000,250000,250000,31575.0666666667,30549.2,32563.5,0,0,0,5104.2,5077.26666666667,5129.5,0,0,0,223.633333333333,214.966666666667,231.233333333333,108.633333333333,105.4,111.566666666667,0,0,0,0.0383277409275282,0.0337444690815252,0.0432286417388794,0.130840493024704,0.106668671037947,0.15440582180987,0,0,0,0.00464685965527207,0.00452185097755382,0.00477495526118089
100,30,250000,250000,250000,26464.8666666667,25789.1666666667,27141.5666666667,0,0,0,5189.96666666667,5166.1,5212.33333333333,0,0,0,269.3,261,278.1,118.6,114.766666666667,122.333333333333,0,0,0,0.0168961849526421,0.0125813602050328,0.0210088624170271,0.0928575203762498,0.0705639912475912,0.114334141002077,0,0,0,0.00540739445448944,0.00528838572959513,0.00552272058481063
110,30,250000,250000,250000,24736.2,24154.7666666667,25394.5333333333,0,0,0,5197.03333333333,5172.43333333333,5219.43333333333,0,0,0,300.933333333333,290.9,310.4,132.166666666667,128.533333333333,136.2,0,0,0,0.00142647302261883,-0.00276405947010749,0.005473008205727,0.116177985122284,0.0976554310985152,0.134415858546303,0,0,0,0.00595336561378228,0.00580302751925226,0.0061000526391995
120,30,250000,250000,250000,24350.6333333333,23746.4333333333,24922.2,0,0,0,5185.73333333333,5163.33333333333,5207.86666666667,0,0,0,333.6,321.466666666667,345.5,146.233333333333,141.566666666667,150.866666666667,0,0,0,-0.00205983181732597,-0.0075360107681136,0.00246193651505005,0.106804700608969,0.0923787813677889,0.122170139023284,0,0,0,0.00661035508908788,0.00644629808248365,0.00675464823743626
130,30,250000,250000,250000,24856.2666666667,24368.4666666667,25379.6666666667,0,0,0,5189.2,5165.1,5212.06666666667,0,0,0,352.633333333333,339.466666666667,363.866666666667,164.9,159.033333333333,170.066666666667,0,0,0,0.000724722830111936,-0.00343436848890784,0.00505250604764435,0.128482428413986,0.105252765140712,0.148473899721403,0,0,0,0.00701457664745396,0.00683419266179485,0.00719797887719255
140,30,250000,250000,250000,25812.3,25108.1,26509.7333333333,0,0,0,5113.96666666667,5096.4,5131.33333333333,0,0,0,413,395.533333333333,429.7,180.733333333333,173.533333333333,187.433333333333,0,0,0,-0.014395692354749,-0.0186325434024755,-0.0102480085323202,0.0960734761070614,0.0810644767325905,0.113155630644643,0,0,0,0.00825347660707898,0.00805542837339286,0.00842285245879592
150,30,250000,250000,250000,27507.4,26776.1,28281.7333333333,0,0,0,5077.1,5047.93333333333,5106.4,0,0,0,444.066666666667,427.233333333333,459.5,201.633333333333,194.666666666667,208.566666666667,0,0,0,-0.0072071805802818,-0.0116974781726525,-0.00262740661169424,0.11736794778323,0.103289414837965,0.134075161936919,0,0,0,0.00903356595311058,0.00880927079332199,0.0092376912453799
160,30,250000,250000,250000,28901.5,27950.6333333333,29844.9666666667,0,0,0,5019,4983.53333333333,5055.6,0,0,0,483.633333333333,466.766666666667,500.733333333333,220.333333333333,213.5,227.4,0,0,0,-0.0114224503500177,-0.0168289485471316,-0.0062555414436268,0.0940136588077407,0.0806446161947068,0.107303023909036,0,0,0,0.00995334685406526,0.00974031861899381,0.0101830974080448
170,30,250000,250000,250000,31074.6333333333,29826.0333333333,32293.7666666667,0,0,0,4942.6,4910.2,4975.13333333333,0,0,0,532,514.933333333333,547.066666666667,240.166666666667,232.633333333333,247.133333333333,0,0,0,-0.0151252405013245,-0.0187061405287252,-0.0113045995627557,0.0912265329854402,0.0751648739303719,0.1076835586376,0,0,0,0.0111309455309032,0.0109027244215938,0.0113589521730315
180,30,250000,250000,250000,33507.8666666667,32365.3,34721.8333333333,0,0,0,4871.53333333333,4841.23333333333,4902.6,0,0,0,563.8,550.1,579.066666666667,261.166666666667,253.333333333333,268.7,0,0,0,-0.0142827771795635,-0.018793218432512,-0.00953825245838066,0.0887151110469881,0.074682133576764,0.103419821579327,0,0,0,0.0120162038294798,0.0117728835429164,0.0122431567471599
190,30,250000,250000,250000,36232.1,35006.7333333333,37399.1,0,0,0,4792.83333333333,4754.56666666667,4833.76666666667,0,0,0,614.4,596.933333333333,632,280.233333333333,271.566666666667,288.166666666667,0,0,0,-0.0161563672241116,-0.0203701640681088,-0.0117763312262851,0.0732336058852679,0.0609833765706791,0.0839379727929033,0,0,0,0.0133622963099973,0.013100772769188,0.0136183328842431
200,30,250000,250000,250000,39507.8,37893.0333333333,41053.0666666667,0,0,0,4679.33333333333,4632.23333333333,4719.6,0,0,0,647.833333333333,630.4,664.066666666667,300.633333333333,292.3,308.133333333333,0,0,0,-0.0236959799399028,-0.0283438079327354,-0.0186893298438656,0.074095321846252,0.0624306279686655,0.0865292875200619,0,0,0,0.0143778404673668,0.0140760290452623,0.014652220650949
210,30,250000,250000,250000,43538.9,42009.2666666667,45273.3,0,0,0,4584.5,4539.56666666667,4624.36666666667,0,0,0,680.066666666667,664.833333333333,694.766666666667,316.766666666667,310,323.633333333333,0,0,0,-0.0202399182573478,-0.0234929077318247,-0.0172079898802206,0.0551205800812524,0.0424404405849125,0.0665564293531473,0,0,0,0.0155311062842877,0.0152604101671986,0.0158140861598218
220,30,250000,250000,250000,46996.1666666667,45441.5333333333,48704,0,0,0,4503,4462.06666666667,4548.53333333333,0,0,0,699.766666666667,683.7,715.166666666667,328.9,322.633333333333,335.533333333333,0,0,0,-0.0176982676009138,-0.0224911505348775,-0.0132336692694164,0.039174212312333,0.0257739863828626,0.0514680778196016,0,0,0,0.0163634241624229,0.016076610108854,0.0166271098483727
230,30,250000,250000,250000,50544.5333333333,48646.3666666667,52322.5,0,0,0,4408.66666666667,4355.56666666667,4461.86666666667,0,0,0,719.1,701.8,738,339,331.366666666667,345.5,0,0,0,-0.0210011169340175,-0.0270035417089633,-0.01548321290042,0.0315698262621702,0.0184923900275966,0.0450899349606487,0,0,0,0.0171750563423654,0.0168601257271936,0.0174884125962737
240,30,250000,250000,250000,53863.1333333333,51740.5,55939.6333333333,0,0,0,4304.03333333333,4248.4,4356.93333333333,0,0,0,732.2,720.166666666667,746.6,348.433333333333,341.766666666667,354.533333333333,0,0,0,-0.0237583323430995,-0.0279751227823711,-0.0192227497447034,0.0285927862750382,0.0163564492641225,0.039898749641308,0,0,0,0.0179172673502537,0.0175999379161818,0.0182057360814587
250,30,250000,250000,250000,58200.1666666667,55851.5666666667,60282.7333333333,0,0,0,4205.33333333333,4148.53333333333,4258.33333333333,0,0,0,735.7,721.7,749.166666666667,357.533333333333,352.066666666667,363.333333333333,0,0,0,-0.0228967921535085,-0.0270083479776862,-0.0187062769800235,0.0269647039665211,0.0154581700418446,0.0397325822320048,0,0,0,0.018485754989979,0.0181507440415846,0.0187818301728238
260,30,250000,250000,250000,62585.6333333333,60246.8,64719.8,0,0,0,4100.5,4039.8,4164.8,0,0,0,743,728.233333333333,756.2,355.733333333333,349.1,362.033333333333,0,0,0,-0.0249038656463936,-0.0306291908820398,-0.0195640379400744,-0.00470524238517964,-0.0162635638772202,0.00837978242512079,0,0,0,0.0191548562286934,0.0188379277134875,0.0194640209646551
270,30,250000,250000,250000,66388.9,63553.5,68778.7666666667,0,0,0,4015.66666666667,3952.8,4075.8,0,0,0,731.133333333333,719.866666666667,742.433333333333,353.3,348.4,358.433333333333,0,0,0,-0.0207723471869235,-0.0255562643485845,-0.0155179970902838,-0.00576836729575934,-0.0169942445332612,0.00550689036149448,0,0,0,0.019344034640685,0.0190765301032423,0.0196291956501854
280,30,250000,250000,250000,69897.1,67123.2333333333,72881.1666666667,0,0,0,3940.13333333333,3882.66666666667,4003.9,0,0,0,713.233333333333,702.6,723.3,348.533333333333,344.733333333333,352.1,0,0,0,-0.0186962777513793,-0.0232452046940584,-0.0141599491958754,-0.0124656349209852,-0.0245588093471293,0.000983044253643354,0,0,0,0.0192606954907074,0.0189684231647091,0.0195289113460662
