"timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup","prey1catchRateMean","prey1catchRateICinf","prey1catchRateICsup","prey2catchRateMean","prey2catchRateICinf","prey2catchRateICsup"
0,50,250000,250000,250000,250000,250000,250000,0,0,0,4000,4000,4000,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,50,250000,250000,250000,67578.56,67342.12,67827.94,0,0,0,2793.18,2785.3,2800.72,0,0,0,647.66,642.42,652.76,200.34,198.26,202.42,0,0,0,-0.301705,-0.303645,-0.299745,-0.3322,-0.3392,-0.325333333333333,0,0,0,0.0174209700067611,0.0172591225803691,0.0175830503088642
20,50,250000,250000,250000,117843.38,117388.28,118297.16,0,0,0,2617.86,2605.22,2630.74,0,0,0,323.46,317.92,328.86,147.02,145.08,148.96,0,0,0,-0.0628013227149702,-0.0655586148707947,-0.0598284880461136,-0.265833305458923,-0.275174976235808,-0.257282452591145,0,0,0,0.0122134604811859,0.0120403194266152,0.0123837299309538
30,50,250000,250000,250000,124501.58,123899.76,125068.82,0,0,0,2942.6,2926.7,2959.8,0,0,0,227.9,223.68,232.28,111.78,109.76,113.66,0,0,0,0.124033943597649,0.12019060743072,0.127638842061517,-0.239291819342288,-0.250298022373364,-0.228723718797974,0,0,0,0.00906197497119545,0.00889966639800026,0.00922017812303524
40,50,250000,250000,250000,108172.68,107256.72,108940.92,0,0,0,3384.32,3361.28,3406.06,0,0,0,185.92,181.56,190.2,98.06,95.96,100.12,0,0,0,0.150153245970084,0.146103917066726,0.153917730605547,-0.122295553779347,-0.136320463931873,-0.108734830698292,0,0,0,0.0065060970197846,0.00638865779328826,0.00662841218203965
50,50,250000,250000,250000,88069.76,87085.76,89082.86,0,0,0,3783.36,3757.04,3809.44,0,0,0,184.66,179.98,188.9,89.84,88.1,91.54,0,0,0,0.117945942167105,0.114035631066532,0.121983731974232,-0.0807035346766057,-0.0986605756342362,-0.062574592930582,0,0,0,0.0055994463274646,0.00548346302993278,0.00571178117413619
60,50,250000,250000,250000,70652.02,69556.64,71787.1,0,0,0,4207.46,4178.76,4238.42,0,0,0,189.44,185.76,193.02,90.28,88.3,92.14,0,0,0,0.112174215152999,0.108629059018031,0.115499855983601,0.00577284771413555,-0.00671889038623736,0.018350245341959,0,0,0,0.0051264751657468,0.00502260594811852,0.00522772618400678
70,50,250000,250000,250000,54376.22,53294.88,55494.82,0,0,0,4593.76,4566.1,4621.84,0,0,0,203.14,198.64,207.24,92.88,91.06,94.64,0,0,0,0.0920119604954846,0.0879106970332053,0.0962635253243251,0.0303770034027447,0.0144474030045163,0.0452336531481058,0,0,0,0.00493880934465722,0.00484524121761066,0.00503558081044255
80,50,250000,250000,250000,41247.06,40248.32,42235.42,0,0,0,4891.56,4867.66,4912.6,0,0,0,219.58,214.58,224.6,98.14,96.4,99.86,0,0,0,0.0650240057193676,0.060996970379401,0.0688432190080349,0.0587700571404591,0.0426030438185019,0.0743196387321659,0,0,0,0.004886936684281,0.00479507725364998,0.00498094707241048
90,50,250000,250000,250000,32000.2,31274.74,32704.86,0,0,0,5098.24,5078.24,5117.78,0,0,0,230.24,224.96,235.96,112.52,110.22,114.9,0,0,0,0.0423642407797607,0.0389968027786385,0.0455502817154375,0.146653029610643,0.130274349661216,0.163423845441137,0,0,0,0.00481018700901843,0.00471511722550741,0.00489977377760763
