"timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup","prey1catchRateMean","prey1catchRateICinf","prey1catchRateICsup","prey2catchRateMean","prey2catchRateICinf","prey2catchRateICsup"
0,50,250000,250000,250000,250000,250000,250000,0,0,0,4000,4000,4000,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,50,250000,250000,250000,67571.18,67325.02,67806.98,0,0,0,2789.06,2781.32,2796.2,0,0,0,646.36,639.94,652.86,201.82,199.62,204.02,0,0,0,-0.302735,-0.30446,-0.300925,-0.327266666666667,-0.3348,-0.319666666666667,0,0,0,0.0173874459904852,0.0172147623361069,0.0175767869777469
20,50,250000,250000,250000,118115.12,117751.2,118553.2,0,0,0,2617.46,2606.64,2628.56,0,0,0,328.06,322.92,333.26,147.54,145.24,149.78,0,0,0,-0.061547407955539,-0.0642853822925044,-0.0589955840934976,-0.268772102365397,-0.277094378184857,-0.25975832333326,0,0,0,0.0124135425556384,0.0122341115155072,0.0125772785013401
30,50,250000,250000,250000,124547.22,123937.48,125157.36,0,0,0,2933.66,2915.22,2952.06,0,0,0,228.1,223.3,232.9,111.92,109.9,113.98,0,0,0,0.120800172431619,0.115652026237208,0.125711942496961,-0.241043398411468,-0.251971990857646,-0.230428482400846,0,0,0,0.00907095058294313,0.00892492698495441,0.00922809868828711
40,50,250000,250000,250000,108673.56,107687.54,109606.02,0,0,0,3382.78,3359.16,3405.96,0,0,0,187.32,182.54,192.1,99.48,97.14,101.72,0,0,0,0.153081153015797,0.14951599029421,0.156835935896473,-0.110587234601052,-0.125055166670474,-0.0963611173221952,0,0,0,0.00657754412608108,0.00644575072877813,0.00672428563219776
50,50,250000,250000,250000,87840.32,86665.6,88895.3,0,0,0,3793.1,3762.28,3820.62,0,0,0,189.94,185.74,194.8,89.2,86.78,91.64,0,0,0,0.121294287782661,0.117974508480236,0.124550428149713,-0.102427198391664,-0.120143089269077,-0.0864051475713102,0,0,0,0.00576354146663528,0.00564479047648423,0.00587761763297933
60,50,250000,250000,250000,69882.68,68568.28,71229.64,0,0,0,4214.82,4185.7,4247.7,0,0,0,187.86,181.78,193.44,89.32,87.06,91.72,0,0,0,0.111314978292366,0.107345290667165,0.115291745995665,0.00337415273308486,-0.0138425732097424,0.0226223574976533,0,0,0,0.00507168483336811,0.00495997155021476,0.00517920155427572
70,50,250000,250000,250000,53690.04,52440.62,54936.28,0,0,0,4615.82,4587.1,4644.78,0,0,0,200.14,193.56,207.26,92.74,89.72,95.3,0,0,0,0.0953374494719726,0.0915957836587554,0.0991914976914354,0.0387577543604592,0.0214754691118631,0.0557584291006093,0,0,0,0.00485798835246705,0.00475991008788698,0.00494723040265864
80,50,250000,250000,250000,40336.56,39312.74,41298.28,0,0,0,4911.5,4884.68,4937.68,0,0,0,221.84,213.96,229.12,96.44,93.52,99.5,0,0,0,0.0642131721709821,0.0602658647271843,0.0680459799709064,0.0412527081579036,0.0258793429132291,0.0572347500193591,0,0,0,0.00491807542901763,0.00481922218880429,0.00501779457234239
90,50,250000,250000,250000,31293.6,30400.74,32166.12,0,0,0,5108.9,5086.2,5132.34,0,0,0,223.08,215.6,230.24,110.24,106.88,113.34,0,0,0,0.0403690123014536,0.0357418422324423,0.0444578263981141,0.14626057536368,0.125481534504626,0.165207124385569,0,0,0,0.00464232081798897,0.00453432632591524,0.00474149554305157
