"timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup","prey1catchRateMean","prey1catchRateICinf","prey1catchRateICsup","prey2catchRateMean","prey2catchRateICinf","prey2catchRateICsup"
0,50,250000,250000,250000,250000,250000,250000,0,0,0,4000,4000,4000,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,50,250000,250000,250000,67590.36,67311.16,67875.22,0,0,0,2791.22,2783.38,2798.58,0,0,0,646.4,641.1,651.74,201.18,198.96,203.24,0,0,0,-0.302195,-0.304165,-0.300295,-0.3294,-0.336466666666667,-0.3226,0,0,0,0.0173864912682868,0.0172141064387332,0.0175532474055676
20,50,250000,250000,250000,117930.48,117458.7,118397.84,0,0,0,2620.36,2608.66,2632.58,0,0,0,324.88,319.68,329.8,146.8,144.34,149.12,0,0,0,-0.0612413723622778,-0.0640438771743926,-0.0584420342804848,-0.270398481055096,-0.279067911370491,-0.261704197624411,0,0,0,0.0122777268584598,0.0120938490406204,0.0124616183914726
30,50,250000,250000,250000,124480.88,123845.16,125132.34,0,0,0,2934.16,2913.28,2954.66,0,0,0,229.28,223.52,234.7,111.02,108.92,113.34,0,0,0,0.119721727976573,0.11535306950174,0.124455376600911,-0.243616333821701,-0.253399091413774,-0.233321519191453,0,0,0,0.00911178101297473,0.00894609561469367,0.00926688703752073
40,50,250000,250000,250000,108371.26,107447.82,109233.78,0,0,0,3384.12,3358.12,3408.76,0,0,0,186.8,182.22,190.76,99.26,96.64,101.8,0,0,0,0.153330459013563,0.149274486782123,0.156996451862065,-0.106089854550869,-0.11885141737219,-0.0934440253100533,0,0,0,0.00656230026369323,0.00643385503153328,0.0066940150978507
50,50,250000,250000,250000,87874.98,86608.64,89021,0,0,0,3800.5,3769.94,3830.34,0,0,0,190.96,185.7,195.68,90.72,88.28,93.22,0,0,0,0.123094245483877,0.11935652663157,0.126622988282131,-0.0840070590947731,-0.101921512636472,-0.066886738924335,0,0,0,0.0058003909420736,0.00567997449525898,0.00592307225399222
60,50,250000,250000,250000,70032.98,68790.5,71286.44,0,0,0,4214.6,4183.56,4244.36,0,0,0,190.18,185.44,195.28,90.16,87.8,92.56,0,0,0,0.109061358649963,0.105425078861897,0.112468666929139,-0.00386946718331997,-0.0207729133132448,0.0132867600285975,0,0,0,0.00512817385534172,0.0050234809783363,0.00523280347031914
70,50,250000,250000,250000,54244.76,53076.7,55531.1,0,0,0,4594.6,4561.34,4628.26,0,0,0,196.92,191.14,203.14,92.78,90.5,95.3,0,0,0,0.090268160972562,0.086622258947795,0.0938174743898788,0.0312234939000874,0.0111394799324276,0.0492482247363487,0,0,0,0.00477850792056643,0.00467855433267654,0.00487466933439765
80,50,250000,250000,250000,41262.2,40135.24,42509.42,0,0,0,4893.62,4868.14,4919.46,0,0,0,221.56,215.14,228,97.46,95.38,99.4,0,0,0,0.065359309508414,0.0609874361742354,0.0696417291874402,0.0527744259791412,0.0386614196835462,0.0669397055590174,0,0,0,0.00493533496430903,0.00482953048541924,0.00503176083693282
90,50,250000,250000,250000,31952.78,31108.54,32798.98,0,0,0,5102.38,5078.92,5124.96,0,0,0,226.64,220.86,232.66,111.56,108.78,114.1,0,0,0,0.04284361137053,0.0386457095932032,0.0467615978213624,0.14618149362681,0.127717745765931,0.164660221447893,0,0,0,0.00473220616214709,0.00463111970142042,0.0048268519805186
100,50,250000,250000,250000,26776.06,26124.64,27419.48,0,0,0,5178.1,5159.3,5199.94,0,0,0,278.68,271.66,285.98,122.2,119.4,124.92,0,0,0,0.0149626810361255,0.0110982115947999,0.0191548889345711,0.0976304806169913,0.0806628461452771,0.113879422185067,0,0,0,0.00559948327075351,0.00550287002979321,0.00570203883034124
110,50,250000,250000,250000,24828.28,24254.8,25405.84,0,0,0,5188.18,5170.14,5204.16,0,0,0,307.04,298.58,315.46,134.08,131.14,136.92,0,0,0,0.002047069061845,-0.00134661019150235,0.00523681987278597,0.0980637452171417,0.0867423865558619,0.109498319040455,0,0,0,0.00609372486771614,0.00597963840525018,0.00621149078022858
120,50,250000,250000,250000,24660.78,24223.48,25131.98,0,0,0,5189.38,5172.74,5206.86,0,0,0,337.72,330.42,345.92,148.52,145.16,151.78,0,0,0,0.000292318359727429,-0.00283904436601382,0.00318027614012976,0.108726692267952,0.0953227687358445,0.121875663704847,0,0,0,0.0067051557250767,0.00658651676142527,0.00682295303796293
130,50,250000,250000,250000,25171.64,24584.94,25721.14,0,0,0,5160.4,5140.1,5180.48,0,0,0,361.64,352.44,371,165.62,161.7,169.1,0,0,0,-0.0055272928041316,-0.00920465245020298,-0.00207496968067875,0.115815515866344,0.103340618079079,0.128168935449219,0,0,0,0.00719506516999347,0.00706905904357769,0.00732516895485108
140,50,250000,250000,250000,26224.12,25638.52,26885.16,0,0,0,5115.28,5092.9,5136.7,0,0,0,406.62,395.78,415.78,182.62,178.42,186.7,0,0,0,-0.00869755327785462,-0.0118894072249596,-0.00551200405512668,0.103641766824649,0.0930682382687511,0.11411556896917,0,0,0,0.0081679606756766,0.0080327706950383,0.00830860671053781
150,50,250000,250000,250000,27618.44,26876.04,28317.02,0,0,0,5070.08,5050.6,5089.04,0,0,0,446.68,435.86,455.96,200.64,195.72,205.04,0,0,0,-0.00872165930860174,-0.0124423534097251,-0.0050339141800219,0.0989258839239496,0.0881378833117858,0.109468961151773,0,0,0,0.00908799692642911,0.00892997836862265,0.00922952267336236
160,50,250000,250000,250000,29333.86,28648.24,29993.88,0,0,0,5021.06,4998.24,5045.5,0,0,0,480.22,469.1,491.22,219.98,215.4,224.9,0,0,0,-0.00963409056817092,-0.0127695292209272,-0.00649357457513629,0.0971492022525256,0.0873184845744155,0.106138890739907,0,0,0,0.00988955303634968,0.00972397726947154,0.0100523615055206
170,50,250000,250000,250000,31145.06,30442.58,31811.68,0,0,0,4950.76,4928.98,4973.42,0,0,0,527.72,517.1,538.62,239.32,233.46,244.66,0,0,0,-0.0139403301736537,-0.0173452360216435,-0.0106531215628402,0.0881453984884627,0.0777867456267781,0.0979928298728718,0,0,0,0.0110243429886729,0.0108563710053137,0.0111977582359587
180,50,250000,250000,250000,33461.5,32747.92,34145.74,0,0,0,4866.6,4841.2,4891.12,0,0,0,568.66,553.76,582.34,258.64,252.86,263.94,0,0,0,-0.016945066789369,-0.020857713936379,-0.0133715530893012,0.082007076050752,0.0711195468043463,0.0926122602218343,0,0,0,0.0121043534260459,0.0119086275932716,0.0123075982610932
190,50,250000,250000,250000,36535.94,35669.3,37489.3,0,0,0,4782.38,4756.9,4809.5,0,0,0,604.14,590.76,617.52,278,272,283.5,0,0,0,-0.0172869555964874,-0.0201546869376709,-0.0147962573949898,0.075848079915462,0.0649345385301926,0.0884405271748828,0,0,0,0.0131366835203792,0.0129173886294602,0.0133430665944971
200,50,250000,250000,250000,39541.24,38493.02,40548.22,0,0,0,4696.6,4666.2,4724.96,0,0,0,637.76,625.94,649.1,295.86,290.5,301.22,0,0,0,-0.0179013393254966,-0.0215141405319407,-0.0139438250495821,0.0655536550359237,0.0559695629090662,0.0749301428865115,0,0,0,0.0141618417742765,0.0139568257438505,0.0143599439905188
210,50,250000,250000,250000,42727.16,41611.64,43896.74,0,0,0,4613.78,4583.04,4644.84,0,0,0,669.64,658.18,680.34,311.3,306.42,316.36,0,0,0,-0.0175914003475334,-0.0210237438282465,-0.0139889866976709,0.0532023325195525,0.0440537629713417,0.0632307840998381,0,0,0,0.0152124689739377,0.0149807966965507,0.0154324281837812
220,50,250000,250000,250000,46128.82,44879.1,47409.26,0,0,0,4510.52,4476.26,4544.68,0,0,0,695.98,685.34,705.76,324.36,319.16,329.22,0,0,0,-0.0223211237110953,-0.0263937036296861,-0.0184406831996973,0.0427362994151838,0.0328077362891376,0.0529948125272657,0,0,0,0.0161509180236398,0.0159436751859063,0.0163632913115074
