"timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup","prey1catchRateMean","prey1catchRateICinf","prey1catchRateICsup","prey2catchRateMean","prey2catchRateICinf","prey2catchRateICsup"
0,6,250000,250000,250000,250000,250000,250000,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,17,250000,250000,250000,245007.666666667,244924,245085,0,0,0,84.6666666666667,80.8333333333333,88.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-0.153333333333333,-0.195,-0.118333333333333,0,0,0,0,0,0,0,0,0
20,17,250000,250000,250000,245747,245604,245888.166666667,0,0,0,90.8333333333333,85.8333333333333,96.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0721696424121399,0.0389728142714916,0.102996254681648,0,0,0,0,0,0,0,0,0
30,17,250000,250000,250000,245452.666666667,245171.166666667,245729.166666667,0,0,0,115.333333333333,110,121,0,0,0,0,0,0,0,0,0,0,0,0,0.272255967013787,0.228310141260805,0.308488309413112,0,0,0,0,0,0,0,0,0
40,17,250000,250000,250000,244235.5,243970.666666667,244478.833333333,0,0,0,140,135.5,144.5,0,0,0,0,0,0,0,0,0,0,0,0,0.215735359642099,0.182501232657972,0.25,0,0,0,0,0,0,0,0,0
50,17,250000,250000,250000,242987.833333333,242737.333333333,243201.5,0,0,0,165.333333333333,159.166666666667,170,0,0,0,0,0,0,0,0,0,0,0,0,0.181712344655607,0.149969078540507,0.219352642554264,0,0,0,0,0,0,0,0,0
60,17,250000,250000,250000,241794,241536.666666667,242051.5,0,0,0,196.5,186.833333333333,208.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.189173067073529,0.133258850591248,0.257279600095952,0,0,0,0,0,0,0,0,0
70,17,250000,250000,250000,240277,239768.166666667,240748.666666667,0,0,0,234.666666666667,224,248,0,0,0,0,0,0,0,0,0,0,0,0,0.194871926121926,0.180647955647956,0.208183183183183,0,0,0,0,0,0,0,0,0
80,17,250000,250000,250000,238329.166666667,237710,238830.166666667,0,0,0,283.5,271.5,296.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.208892254132052,0.182620013863868,0.233043669566992,0,0,0,0,0,0,0,0,0
90,17,250000,250000,250000,235890.833333333,235173.166666667,236521.333333333,0,0,0,352.5,337,367.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.243893639114865,0.219674579455905,0.26648709315376,0,0,0,0,0,0,0,0,0
