"timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup","prey1catchRateMean","prey1catchRateICinf","prey1catchRateICsup","prey2catchRateMean","prey2catchRateICinf","prey2catchRateICsup"
0,30,250000,250000,250000,250000,250000,250000,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,30,250000,250000,250000,245008.633333333,244975.833333333,245040.133333333,0,0,0,85.6666666666667,84.3666666666667,86.9,0,0,0,0,0,0,0,0,0,0,0,0,-0.143333333333333,-0.155666666666667,-0.129666666666667,0,0,0,0,0,0,0,0,0
20,30,250000,250000,250000,245718,245649.333333333,245789.666666667,0,0,0,89.9,88.3,91.5333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0499383727880457,0.033676587015465,0.066521113850788,0,0,0,0,0,0,0,0,0
30,30,250000,250000,250000,245511.1,245419.5,245590.666666667,0,0,0,111.366666666667,108.233333333333,114.766666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.239332430940541,0.208535803056788,0.268669635820143,0,0,0,0,0,0,0,0,0
40,30,250000,250000,250000,244437.166666667,244290.4,244595.5,0,0,0,139.3,134.666666666667,143.766666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.250827438119206,0.228329400168471,0.271437001641785,0,0,0,0,0,0,0,0,0
50,30,250000,250000,250000,243062.166666667,242828.866666667,243302.4,0,0,0,164.866666666667,159.7,169.966666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.186146136922905,0.15681031659819,0.213630010165679,0,0,0,0,0,0,0,0,0
60,30,250000,250000,250000,241755.6,241502.766666667,242015.033333333,0,0,0,199.266666666667,193.3,205.133333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.211949179835216,0.183468698568537,0.242678306931186,0,0,0,0,0,0,0,0,0
70,30,250000,250000,250000,240012.6,239683.8,240296.066666667,0,0,0,241.433333333333,233,248.8,0,0,0,0,0,0,0,0,0,0,0,0,0.211674473442064,0.191491596600598,0.231423586022149,0,0,0,0,0,0,0,0,0
80,30,250000,250000,250000,237934.033333333,237544,238308.366666667,0,0,0,290.266666666667,279.3,299.8,0,0,0,0,0,0,0,0,0,0,0,0,0.202530171408504,0.186219836570255,0.219111034571768,0,0,0,0,0,0,0,0,0
90,30,250000,250000,250000,235452.966666667,234943.4,235959.966666667,0,0,0,356.166666666667,344.033333333333,367.366666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.228707455789059,0.213280084114008,0.244686382003493,0,0,0,0,0,0,0,0,0
